date;direction;internal;calls_count;duration_per_call;total_duration_per_call
2019-11-11 21:00:00;in;False;2;189,5;193,5
2019-11-11 21:00:00;out;False;1;0,0;10,0
2019-11-11 21:00:00;in;False;1;86,0;94,0
2019-11-11 21:00:00;out;False;4;0,0;7,75
2019-11-11 21:00:00;out;False;11;68,72727272727273;83,27272727272727
2019-11-11 21:00:00;out;False;1;0,0;45,0
2019-11-11 21:00:00;in;False;2;67,5;79,5
2019-11-11 21:00:00;out;False;8;171,5;186,25
2019-11-12 21:00:00;in;False;1;89,0;94,0
2019-11-12 21:00:00;in;False;3;236,0;241,33333333333334
2019-11-12 21:00:00;out;False;6;198,83333333333334;215,5
2019-11-12 21:00:00;out;False;9;74,77777777777777;87,11111111111111
2019-11-12 21:00:00;out;False;7;0,0;39,57142857142857
2019-11-12 21:00:00;out;False;10;0,0;25,4
2019-11-13 21:00:00;out;False;1;272,0;295,0
2019-11-13 21:00:00;in;False;5;254,4;259,2
2019-11-13 21:00:00;out;False;5;204,4;223,0
2019-11-13 21:00:00;out;False;2;0,0;22,5
2019-11-13 21:00:00;out;False;6;216,66666666666666;234,33333333333334
2019-11-13 21:00:00;out;False;5;0,0;43,0
2019-11-13 21:00:00;in;False;5;184,2;191,8
2019-11-14 21:00:00;in;False;2;86,0;91,0
2019-11-14 21:00:00;out;False;11;124,9090909090909;138,0909090909091
2019-11-14 21:00:00;out;False;12;0,0;21,333333333333332
2019-11-14 21:00:00;in;False;1;26,0;41,0
2019-11-14 21:00:00;in;False;4;245,75;252,0
2019-11-14 21:00:00;out;False;13;78,0;89,61538461538461
2019-11-14 21:00:00;out;False;1;0,0;49,0
2019-11-15 21:00:00;in;False;1;537,0;562,0
2019-11-17 21:00:00;out;False;11;79,72727272727273;91,18181818181819
2019-11-17 21:00:00;out;False;22;72,4090909090909;83,54545454545455
2019-11-17 21:00:00;in;False;6;143,16666666666666;149,16666666666666
2019-11-17 21:00:00;out;False;12;0,0;13,25
2019-11-17 21:00:00;in;False;8;249,5;254,875
2019-11-17 21:00:00;in;False;1;92,0;105,0
2019-11-18 21:00:00;out;False;6;0,0;31,833333333333332
2019-11-18 21:00:00;out;False;2;84,0;97,5
2019-11-18 21:00:00;out;False;5;91,2;104,4
2019-11-18 21:00:00;in;False;6;299,6666666666667;307,0
2019-11-18 21:00:00;out;False;1;0,0;60,0
2019-11-18 21:00:00;in;False;6;124,33333333333333;130,16666666666666
2019-11-19 21:00:00;in;False;10;89,3;95,6
2019-11-19 21:00:00;out;False;4;0,0;35,0
2019-11-19 21:00:00;out;False;12;95,83333333333333;109,58333333333333
2019-11-19 21:00:00;in;False;1;0,0;44,0
2019-11-19 21:00:00;in;False;4;82,75;90,75
2019-11-19 21:00:00;out;False;8;0,0;14,375
2019-11-19 21:00:00;out;False;13;99,0;110,15384615384616
2019-11-20 21:00:00;out;False;11;0,0;29,181818181818183
2019-11-20 21:00:00;out;False;9;178,44444444444446;192,66666666666666
2019-11-20 21:00:00;in;False;2;203,5;210,0
2019-11-20 21:00:00;in;False;4;65,25;72,0
2019-11-20 21:00:00;out;False;6;38,833333333333336;57,0
2019-11-21 21:00:00;out;False;2;367,5;378,0
2019-11-21 21:00:00;in;False;6;197,0;204,16666666666666
2019-11-21 21:00:00;out;False;2;0,0;26,0
2019-11-21 21:00:00;out;False;5;122,4;142,6
